,annotated_is_accurate_level,annotated_is_accurate,annotated_is_artifacts,annotated_is_artifacts_level,annotated_is_visualy_consistence,annotated_is_good_quality,annotated_is_extensive_difference_caption_accurate,metadata_annotated_difference_caption_explanation,metadata_annotated_visualy_consistence_explanation,metadata_annotated_good_quality_explanation,instruction,rich_instruction,artifacts_bboxes,extensive_caption,caption,action,id,split,Image1,Image2,Answer.taskAnswers,metadata_annotated_is_accurate_level,metadata_annotated_is_accurate,metadata_annotated_is_artifacts,metadata_annotated_is_artifacts_level,metadata_annotated_is_visualy_consistence,metadata_annotated_is_good_quality,metadata_annotated_is_extensive_difference_caption_accurate,annotators
50,1,False,False,1,False,True,False,"[""The woman now appears to be painting the white cabinet with a light pink color. She appears to also be holding an additional paintbrush. Her lower arm and hands now has a different appearance. The cabinet's handle has been modified. The post-it notes now have more pronounced shadows."", ""The clean wall covered with posted notes has a pink stain added onto it. Two sticks were added in the woman's hand. The posted notes on the wall are mildly shifted and have heavier shadows. The hinge next to the countertop is exchanged with a smaller and darker hinge. The side wall next to the hinge has the black dividing line removed."", ""The woman is holding some object her hand and the area near the woman is changed to pink. The woman's hand is altered; her hand color is darkened, her forearm has an yellow coloring, her hand shape and size is distorted, her forearm is thinned. This makes her hand look odd and unnatural. The shelf is altered; the sticky notes are distorted and blurred, the white door is smoothened and the shading is altered making the door looking distorted, the white handle near the bottom sticky notes is altered. Other than that, the entire image is slightly blurred. ""]","[""The woman's hands appear swollen and have no consistent finger and lower arm shape. "", 'The shape of the arm and hand are off and the object in her hand is not distinguishable beyond it possibly being a stick.', ""Some blurry object is added in the woman's hand and the shelf nearby is changed to light pink. This doesn't accurately depict that the woman is painting but the edit reflects some instructions. ""]","[""The paintbrushes that the woman is holding, as well as the woman's arms and fingers have a blurry resolution."", 'The resolution quality is low for the edit.', 'The edit is blurry. ']",let the woman paint on the wall,,"[{'class': 'person', 'detail1_bbox': [[907, 112, 1024, 805]], 'detail2_bbox': [[906, 323, 917, 356], [860, 309, 866, 317], [905, 272, 918, 296], [907, 204, 910, 217], [863, 158, 880, 171], [859, 115, 1024, 530]]}, {'class': 'person', 'detail1_bbox': [[907, 112, 1024, 805]], 'detail2_bbox': [[906, 323, 917, 356], [860, 309, 866, 317], [905, 272, 918, 296], [907, 204, 910, 217], [863, 158, 880, 171], [859, 115, 1024, 530]]}]",,,Change Attribute,47074_let the woman paint on the wall_3,test,https://d3f6n9ckq6wheg.cloudfront.net/47074_let+the+woman+paint+on+the+wall_3_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_let%20the%20woman%20paint%20on%20the%20wall.png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The paintbrushes that the woman is holding, as well as the woman's arms and fingers have a blurry resolution."",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The woman now appears to be painting the white cabinet with a light pink color. She appears to also be holding an additional paintbrush. Her lower arm and hands now has a different appearance. The cabinet's handle has been modified. The post-it notes now have more pronounced shadows."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The woman's hands appear swollen and have no consistent finger and lower arm shape. ""}]","[2, 1, 1]","[False, False, False]","[True, True, True]","[1, 1, 2]","[False, False, False]","[True, True, True]","[False, False, False]","[4, 3, 2]"
51,3,True,True,2,False,False,False,"[""The white dresser on the left has been changed to red. The lampshade's cover, the cloth on its left, and the brown item leaning against the wall have also been modified to red. The black and white sticker appearing on the side of the dresser has been altered in texture and in size, now appearing smaller. The left side of the white paper bag on the right of the dresser has also slightly changed. The left side of the hamper below the paper bag have been slightly shortened."", 'A dark colored dresser was added to the left side of the bedroom. The color of the objects above the dresser are changed to red and the objects are distorted a little and blurred. The shadow on the wall behind is distorted. The objects that are right to the dresser is distorted and size is a bit reduced. Other than that, the image is blurred at some places. ', 'The white dresser was changed to appear red. Their is a white marking on the side wall of the dresser and the lamp over the dresser is now gold with a red lampshade. The object on the wall behind the lamp is now a bright red. The cloth behind the dresser is now a marron color and the alarm clock over the dresser has changed shape to with a bright rounded front. The light brown box to the left of the light brown desk is smaller and the white bag behind it is darker on the left end.']","['', 'The white dresser on the left is changed to a dark color instead of red color. The dresser is a bit distorted and blurred. The design on the dresser side panel is altered to diagonal stripes with a brown and white background. ', 'The color of an existing dresser was changed instead of one being added in. The design shape of the dresser was shifted.']","['', 'The dresser is blurred and smoothened. ', '']",Put a red dresser on the left.,Add a red dresser to the left side of the bedroom.,[],A red dresser was added to the left side of the bedroom.,A red dresser was added to the left.,Add,321394_Put a red dresser on the left._2,test,https://d3f6n9ckq6wheg.cloudfront.net/321394_Put+a+red+dresser+on+the+left._2_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Put%20a%20red%20dresser%20on%20the%20left..png,"[{""DispenseROPTrigger"":""3"",""is_accurate"":{""accurate"":true,""accurate_but_unexpected"":false,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":false,""not_good_image_artifacts_level_2"":true},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The white dresser on the left has been changed to red. The lampshade's cover, the cloth on its left, and the brown item leaning against the wall have also been modified to red. The black and white sticker appearing on the side of the dresser has been altered in texture and in size, now appearing smaller. The left side of the white paper bag on the right of the dresser has also slightly changed. The left side of the hamper below the paper bag have been slightly shortened."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":false},""is_visualy_consistence"":{""not_visualy_consistence"":false,""visualy_consistence"":false}}]","[3, 1, 2]","[False, True, False]","[True, False, True]","[2, 2, 1]","[True, False, False]","[False, True, False]","[False, False, False]","[4, 2, 3]"
52,0,False,False,1,False,False,False,"['The white baseball with red stitching was replaced with another similar baseball. The glove around the ball is distorted mildly and patterns are altered a bit. ', 'The baseball was changed to a cleaner one. There is an orange blotch appearing on the upper right side of the baseball. ', ""The white baseball with red stitching is cleaner with a mildly more yellow tint. Some red stitching has been add on the top of the ball's right side.""]","[""Instead of changing the baseball into an orange, the baseball is replaced by a different baseball which doesn't have dirt patches. There are odd orange line patches on the top right edge of the ball. The right side edges look a bit rough, especially at the top and bottom. "", 'The baseball ', 'The object in the mitt is still a baseball.']","['The resolution looks lower than the original image. The edit is also smoother. ', '', '']",Have an orange instead of a baseball.,Replace the white baseball with red stitching with an orange.,[],The white baseball with red stitching was replaced with an orange.,The baseball was replaced with an orange.,Replace,547637_Have an orange instead of a baseball._1,test,https://d3f6n9ckq6wheg.cloudfront.net/547637_Have+an+orange+instead+of+a+baseball._1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Have%20an%20orange%20instead%20of%20a%20baseball..png,"[{""DispenseROPTrigger"":""0"",""good_quality_explanation"":""The resolution looks lower than the original image. The edit is also smoother. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":true,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":true,""extensive_difference_caption_not_accurate"":false},""is_extensive_difference_caption_accurate_explenation"":""The white baseball with red stitching was replaced with another similar baseball. The glove around the ball is distorted mildly and patterns are altered a bit. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""Instead of changing the baseball into an orange, the baseball is replaced by a different baseball which doesn't have dirt patches. There are odd orange line patches on the top right edge of the ball. The right side edges look a bit rough, especially at the top and bottom. ""}]","[0, 1, 0]","[False, False, False]","[False, False, False]","[1, 1, 1]","[False, True, False]","[True, False, False]","[True, False, False]","[2, 4, 3]"
53,1,False,False,1,False,False,False,"['The shower curtain was altered and folds are added. The area around the curtain is distorted; the coloring on tiles are altered a little, grouting color between blue tiles is darkened, dark shading added between the bathtub and curtains, towel and bathtub are distorted a little, a white object on the bathtub corner is distorted and the right side is cutoff a little. ', 'The closed shower curtain has been replaced with a shower curtain that has more creases. The towel appearing on the side of the bathtub near the tiles have a slightly different appearance. The blue tiles appear slightly darker, particularly their grouts. ', 'The closed shower curtain was changed to have more detail, making it appear heavier. The blue tiles and white box near the curtains are shifted. The shadow inside the bathtub is darker.']","['Instead of opening the shower curtains, curtains are altered and folds are added. The texture of the curtain is different; it is smoother, highlights and shadows are added, folds are added and the curtain looks little graphical.', '', 'The curtains were not opened, more detail was added instead.']","['The resolution of the edit is lower and the edit is smoother. ', '', '']",open the shower curtains,Change the attribute of the shower curtain from closed to open.,[],The closed shower curtain was changed to an open shower curtain.,The shower curtain was opened.,Change Attribute,158702_open the shower curtains_3,test,https://d3f6n9ckq6wheg.cloudfront.net/158702_open+the+shower+curtains_3_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_open%20the%20shower%20curtains.png,"[{""DispenseROPTrigger"":""0"",""good_quality_explanation"":""The resolution of the edit is lower and the edit is smoother. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":true,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The shower curtain was altered and folds are added. The area around the curtain is distorted; the coloring on tiles are altered a little, grouting color between blue tiles is darkened, dark shading added between the bathtub and curtains, towel and bathtub are distorted a little, a white object on the bathtub corner is distorted and the right side is cutoff a little. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""Instead of opening the shower curtains, curtains are altered and folds are added. The texture of the curtain is different; it is smoother, highlights and shadows are added, folds are added and the curtain looks little graphical.""}]","[0, 1, 1]","[True, True, True]","[False, False, False]","[1, 1, 1]","[False, True, False]","[True, False, False]","[False, False, False]","[2, 4, 3]"
54,2,True,False,1,False,False,False,"[""The red fire hydrant was changed to a yellow fire hydrant. The area around the hydrant is altered; white color object on the right is distorted, the woman's left foot is distorted and the road is altered and blurred. Other than the edit, the entire image is distorted slightly. "", ""The red fire hydrant was changed to a yellow fire hydrant. The white pale behind the fire hydrant, as well as the woman's footwear on her left foot has been slightly altered."", 'The red fire hydrant was changed to a yellow fire hydrant. The foot of the woman drinking from the water is changed in tone and the white bucket to the right side of the fire hydrant is smaller towards the bottom.']","['The shape of the hydrant is changed a little; base is larger and altered, the top ring part is altered, the front part looks bigger, the ring on the right side is changed and looked smudged. The texture of the hydrant looks smoother. ', '', 'The shape of the fire hydrant changed with the edit.']","['The resolution is lower and the edit appears blurry.', '', '']",Change the fire hydrant from red to yellow,Change the color of the red fire hydrant with a black cap to yellow with a brown top.,"[{'class': 'sandal_(type_of_shoe)', 'detail1_bbox': [[304, 924, 351, 967]], 'detail2_bbox': [[304, 927, 427, 969]]}]",The red fire hydrant with a black cap was changed to a yellow fire hydrant with a brown top.,The fire hydrant's color was changed from red to yellow.,Change Attribute,81930_Change the fire hydrant from red to yellow_1,test,https://d3f6n9ckq6wheg.cloudfront.net/81930_Change+the+fire+hydrant+from+red+to+yellow_1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Change%20the%20fire%20hydrant%20from%20red%20to%20yellow.png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The resolution is lower and the edit appears blurry."",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The red fire hydrant was changed to a yellow fire hydrant. The area around the hydrant is altered; white color object on the right is distorted, the woman's left foot is distorted and the road is altered and blurred. Other than the edit, the entire image is distorted slightly. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The shape of the hydrant is changed a little; base is larger and altered, the top ring part is altered, the front part looks bigger, the ring on the right side is changed and looked smudged. The texture of the hydrant looks smoother. ""}]","[2, 3, 2]","[True, True, True]","[False, False, True]","[1, 1, 1]","[False, True, False]","[True, False, False]","[False, False, False]","[2, 4, 3]"
55,2,True,False,1,False,True,False,"['A flayed open snakelike creature was added to the path in front of the oxen, with the textured gravel of the road being smoothed out and its color changed.', 'A headless snake appears in front of the oxen. The texture of the dirt around the snake was changed.', 'A snake is added to the road in front of the cow. The dirt around the snake is smoothed out to a flat darker brown.']","['The snake looks like a mutated horror, with multiple ends and varying thickness.', 'The snake has no consistent shape, and has no facial features.', 'The shape and size of the snake is off. The cast shadow of the snake is too big.']","['The coloration of the snake is inconsistent.', 'The front side and the back side of the snake appear blurry.', 'The edges of the snake are low resolution with excessive blur.']",Add a snake to the road in front of the oxen.,,[],,,Add,455219_Add a snake to the road in front of the oxen._1,test,https://d3f6n9ckq6wheg.cloudfront.net/455219_Add+a+snake+to+the+road+in+front+of+the+oxen._1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Add%20a%20snake%20to%20the%20road%20in%20front%20of%20the%20oxen..png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The coloration of the snake is inconsistent."",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""A flayed open snakelike creature was added to the path in front of the oxen, with the textured gravel of the road being smoothed out and its color changed."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The snake looks like a mutated horror, with multiple ends and varying thickness.""}]","[2, 2, 2]","[False, False, False]","[False, False, False]","[1, 1, 1]","[False, False, False]","[True, True, True]","[False, False, False]","[1, 4, 3]"
56,1,False,False,1,False,True,False,"['The white ram was changed to a black and white sheep. The tip of the horn is distorted and smoothened. The grass around the sheep is distorted and blurred, especially near the bottom of the sheep. Other than the edit, the image is distorted and blurred at various places. ', 'The white ram was changed to a black and white wooled sheep. The shadow appears disconnected from the black and white ram. The legs of the sheep are moved to the right and appear in a different shape while being darker. ', ""The front part of the white ram's wool has been changed into black. The wool appearance of the rest of the ram appears slightly different. The ram's front legs have moved slightly to the right. The texture of the grass surrounding the ram has also been changed.""]","['Instead of making the sheep a black sheep, the sheep is turned into a black and white sheep-only half of the sheep is turned black. The fur pattern and size is changed. The legs position is changed and size is increased. The legs look unclear. The fur texture looks a bit blurry. ', 'Parts of the sheep was given black wool instead of the entire sheep and the legs were replaced with new legs. The shape pattern of the wool is different.', '']","['The fur looks blurrier and resolution is lower. ', 'Parts of the black wool of the sheep seem overly blurred.', '']",Make one of the sheep a black sheep.,"Change the color of the white ram to black, turning it into a black sheep.",[],The white ram was changed to a black sheep.,The color of the sheep was changed.,Change Attribute,24207_Make one of the sheep a black sheep._1,test,https://d3f6n9ckq6wheg.cloudfront.net/24207_Make+one+of+the+sheep+a+black+sheep._1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Make%20one%20of%20the%20sheep%20a%20black%20sheep..png,"[{""DispenseROPTrigger"":""1"",""good_quality_explanation"":""The fur looks blurrier and resolution is lower. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":false,""partially_accurate"":true},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The white ram was changed to a black and white sheep. The tip of the horn is distorted and smoothened. The grass around the sheep is distorted and blurred, especially near the bottom of the sheep. Other than the edit, the image is distorted and blurred at various places. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""Instead of making the sheep a black sheep, the sheep is turned into a black and white sheep-only half of the sheep is turned black. The fur pattern and size is changed. The legs position is changed and size is increased. The legs look unclear. The fur texture looks a bit blurry. ""}]","[1, 2, 1]","[False, True, True]","[False, False, False]","[1, 1, 1]","[False, False, True]","[True, True, False]","[False, False, False]","[2, 3, 4]"
57,0,False,False,1,False,True,False,"[""The face of the dog is changed to a blurry face with brown fur. The black device below the dog's face was replaced with a curved device that is gray in color."", ""A mass of color is made to hide the dog's snout and most of the remote laying on the bed."", ""The dog's mouth is distorted. The black object below the dog's mouth is distorted and blurred. The black bundle to the left of the dog is distorted around the dog's mouth. The dog's head is slightly distorted.  Other that these alterations, the image is blurred at various places. ""]","['The facial features of the dog do not have a consistent shape, size, color and texture.', 'The edit pasted an hard to distinguish mass over the face that is not shaped like any part of a dog.', ""The dog doesn't look like panting. The dog's mouth is altered; brown and white patches are added on the mouth that distorted the mouth. The shape, size and the features of the mouth are changed. These alterations make the dog's mouth look unnatural and odd. ""]","['The face of the dog appears blurry.', 'The resolution is poor making it difficult to read what it was intended to be.', 'The edit is blurry and of low resolution. It looks patchy. ']",make the dog pant,Change the dog's closed mouth to an open mouth to depict it panting.,"[{'class': 'remote_control', 'detail1_bbox': [[494, 240, 570, 291]], 'detail2_bbox': [[469, 217, 568, 291]]}, {'class': 'bed', 'detail1_bbox': [[366, 197, 391, 230], [425, 194, 491, 258], [0, 26, 500, 500]], 'detail2_bbox': [[435, 240, 442, 255], [376, 200, 388, 224], [430, 197, 480, 235], [0, 26, 500, 500]]}]",The dog's closed mouth was changed to an open mouth to make it appear as if it's panting.,The dog's mouth was opened to make it pant.,Change Attribute,78689_make the dog pant_1,test,https://d3f6n9ckq6wheg.cloudfront.net/78689_make+the+dog+pant_1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_make%20the%20dog%20pant.png,"[{""DispenseROPTrigger"":""1"",""good_quality_explanation"":""The face of the dog appears blurry."",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":false,""partially_accurate"":true},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The face of the dog is changed to a blurry face with brown fur. The black device below the dog's face was replaced with a curved device that is gray in color."",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The facial features of the dog do not have a consistent shape, size, color and texture.""}]","[1, 0, 0]","[True, True, True]","[False, False, False]","[1, 1, 1]","[False, False, False]","[True, True, True]","[False, False, False]","[4, 3, 2]"
58,2,True,False,1,False,True,False,"['The laptop screen displaying the ""Special Ice"" web page was changed to a webpage with green color. Other than the edit, the entire image is distorted and blurred at various places. ', 'The grayscale screen on the laptop has been changed to a screen with a lot of green elements. The appearance of the keyboard of the laptop has been slightly modified.', 'The laptop screen displaying the ""Special Ice"" web page was changed to have green as a major color. The text within the website was turned blue and the picture grid\'s box sizes were shifted and made to mainly show green coloring. The laptop keyboard is is shifted. ']","['The letters on the screen are blurry and smudged. The inner edges of the screen are distorted. ', 'The green rectangles on the screen have an inconsistent shape.', 'Some colors within the webpage were changed to a different color and pictures within were removed.']","['The edit looks smoother and blurrier.', 'The webpage on the screen have a low resolution.', 'The resolution looks to get lower with the edit in the box grid on the bottom and the text.']",let the laptop have a green web page,"Change the color of the laptop screen displaying the ""Special Ice"" web page to green.","[{'class': 'water_bottle', 'detail1_bbox': [[401, 88, 431, 128]], 'detail2_bbox': [[401, 88, 431, 128]]}, {'class': 'rat', 'detail1_bbox': [[420, 98, 434, 121], [431, 96, 466, 125]], 'detail2_bbox': [[421, 97, 466, 125]]}]","The laptop screen displaying the ""Special Ice"" web page was changed to a green screen.",The laptop screen color was changed to green.,Change Attribute,343849_let the laptop have a green web page_1,test,https://d3f6n9ckq6wheg.cloudfront.net/343849_let+the+laptop+have+a+green+web+page_1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_let%20the%20laptop%20have%20a%20green%20web%20page.png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The edit looks smoother and blurrier."",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The laptop screen displaying the \""Special Ice\"" web page was changed to a webpage with green color. Other than the edit, the entire image is distorted and blurred at various places. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The letters on the screen are blurry and smudged. The inner edges of the screen are distorted. ""}]","[2, 2, 2]","[False, True, True]","[False, False, False]","[1, 1, 1]","[False, False, False]","[True, True, True]","[False, False, False]","[2, 4, 3]"
59,0,False,False,1,False,False,False,"['The objects right of the center red light are warped mildly. The sky in the background behind the flattop green light has the grey area removed and a greenish light on the ground under the green light is replaced with a red dot that is above where it was originally located.', 'The street lights, store lights, and some unidentifiable lights on the left side of the photo have been altered in position, color and appearance. The silhouette of the trees also appear to be changed, but just on the left side of the photo.', 'The left part of the image is altered; the traffic post on the left side is changed totally-the edges are distorted and signs are altered, the shading on the road is altered, some vertical slit like patches are added in the bottom middle of the image, the post in the middle is altered and blurred-the blue light looks smudged, the top of the trees near the left post are modified and looks blurred, the buildings and the lights on the left side looks blurred, the area in the middle of the image with bright lights is very blurred, the left side of the traffic light post is distorted. Other than that, the image is very slightly blurred at some places. ']","['No toll booth was added.', 'The shape of some of the lights have an inconsistent shape, particularly the stop light that has a blue color, appearing half circle.', 'No toll booth is added.']","['', 'Some of the lights appear blurrier than the rest of the lights in the image.', '']",Add a toll booth,Add a toll booth to the street scene at night.,[],A toll booth was added to the night street scene.,A toll booth was added to the scene.,Add,360449_Add a toll booth_3,test,https://d3f6n9ckq6wheg.cloudfront.net/360449_Add+a+toll+booth_3_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Add%20a%20toll%20booth.png,"[{""DispenseROPTrigger"":""0"",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":false,""not_accurate"":true,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":false,""extensive_difference_caption_not_accurate"":true},""is_extensive_difference_caption_accurate_explenation"":""The objects right of the center red light are warped mildly. The sky in the background behind the flattop green light has the grey area removed and a greenish light on the ground under the green light is replaced with a red dot that is above where it was originally located."",""is_good_quality"":{""good_quality"":true,""not_good_quality"":false},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""No toll booth was added.""}]","[0, 0, 0]","[False, False, False]","[True, True, True]","[1, 1, 2]","[False, False, False]","[False, True, False]","[False, False, False]","[3, 4, 2]"
60,2,True,False,1,False,True,True,"[""The young man's shorts were changed to gray long pants. The wood sticking out of the ground on the left has been removed. The surrounding dirt ground near the man has been slightly altered as well. "", ""The young man's shorts were changed to gray long pants. The position of the guy's legs are changed and length of them are shortened. The post on the left of the guy blends with the ground between it and the guy."", ""The young man's shorts were changed to gray long pants, with one of the man's legs being erased entirely, and the wooden post to the man's left being made less opaque, with the top fading into the dirt.  The man's right left was also blended into the dirt, with a white splotch replacing his shin.  The dirt's texture to the man's left was smoothed out as well.""]","[""The shape of the leg do not look like a realistic leg where the lower leg part isn't visible or represented. "", 'The size and shape of the legs were changed and the pants are too short.', ""Only one pant leg was added, which doesn't extend all the way down.""]","['The pants have a smooth appearance that differs from the rest of the photo. ', '', 'The texture on the pants is too uniform.']",Let the guy wear long pants.,Change the young man's shorts to gray long pants.,[],The young man's shorts were changed to gray long pants.,The man's shorts were changed to long pants.,Change Attribute,1330_Let the guy wear long pants._1,test,https://d3f6n9ckq6wheg.cloudfront.net/1330_Let+the+guy+wear+long+pants._1_source.png,https://ditrjjm9jx0yk.cloudfront.net/images/ultraedit_Let%20the%20guy%20wear%20long%20pants..png,"[{""DispenseROPTrigger"":""2"",""good_quality_explanation"":""The pants have a smooth appearance that differs from the rest of the photo. "",""is_accurate"":{""accurate"":false,""accurate_but_unexpected"":true,""not_accurate"":false,""partially_accurate"":false},""is_artifacts"":{""good_image_artifacts"":false,""not_good_image_artifacts_level_1"":true,""not_good_image_artifacts_level_2"":false},""is_extensive_difference_caption_accurate"":{""extensive_difference_caption_accurate"":true,""extensive_difference_caption_not_accurate"":false},""is_extensive_difference_caption_accurate_explenation"":""The young man's shorts were changed to gray long pants. The wood sticking out of the ground on the left has been removed. The surrounding dirt ground near the man has been slightly altered as well. "",""is_good_quality"":{""good_quality"":false,""not_good_quality"":true},""is_visualy_consistence"":{""not_visualy_consistence"":true,""visualy_consistence"":false},""visualy_consistence_explanation"":""The shape of the leg do not look like a realistic leg where the lower leg part isn't visible or represented. ""}]","[2, 2, 2]","[True, True, True]","[False, False, False]","[1, 1, 2]","[False, False, False]","[True, False, True]","[True, True, True]","[4, 3, 1]"
